date,使用門號數
2022/5/1,22095
2022/5/2,22509
2022/5/3,20827
2022/5/4,14448
2022/5/5,16863
2022/5/6,16569
2022/5/7,10840
2022/5/8,10546
2022/5/9,9821
2022/5/10,11963
2022/5/11,9021
2022/5/12,9655
2022/5/13,10339
2022/5/14,7701
