date,使用門號數
2022/6/1,29354
2022/6/2,23907
2022/6/3,15750
2022/6/4,12194
2022/6/5,12684
2022/6/6,13337
2022/6/7,10985
2022/6/8,12551
2022/6/9,10828
2022/6/10,13257
2022/6/11,9297
2022/6/12,7933
2022/6/13,9307
2022/6/14,10300
